music_id,song_title,genre,dif_simple,dif_normal,dif_hard,dif_extra
592,ouroboros -twin stroke of the end-,オリジナル,7,9,15,
593,飛び立て！ドリームパーティー,オリジナル,2,5,9,
594,APELIOTES,オリジナル,3,7,12,
595,Caramel Mocha,オリジナル,3,6,12,
596,Lethal Dose,オリジナル,4,7,12,
597,GLITHCRE,オリジナル,2,10,14,
598,恋愛勇者,ボーカロイド,3,6,11,
599,Crazy ∞ nighT,ボーカロイド,4,5,10,
600,LIMIT BURST(GC Mix.),東方アレンジ,4,8,13,
601,DullaRush,東方アレンジ,3,7,13,
602,Penetration of light into morality,ゲーム,3,6,12,
603,ラベンダーの咲く庭-Progressive Flute Ver.-,ゲーム,4,6,10,
604,小夜のテーマ ～とぱぞのアレンジ～,ゲーム,3,7,13,
605,東方双地舞,東方アレンジ,4,7,12,
606,完全の模様を刳り貫いて,東方アレンジ,3,6,9,
607,LOVE FOR YOU,東方アレンジ,2,5,10,
608,IN MY LIFE,東方アレンジ,3,5,8,
609,GROOVE IT LUCKY (グルコス Mix),東方アレンジ,3,7,12,14
610,孤独な花,東方アレンジ,3,7,10,13
611,イニシャルイニシャルエコーエゴー,東方アレンジ,2,5,8,
612,揺蕩うLove (feat. らっぷびと),東方アレンジ,3,7,10,12
613,Treasure,東方アレンジ,3,5,8,10
614,おねがいダーリン,ボーカロイド,3,6,9,
615,ビットチューン,ボーカロイド,3,6,9,
616,Reload,ボーカロイド,2,4,7,
617,六兆年と一夜物語,ボーカロイド,4,8,10,13
618,いろは唄,ボーカロイド,2,6,9,
619,チュルリラ・チュルリラ・ダッダッダ！,ボーカロイド,4,8,10,12
620,Singularity,ボーカロイド,3,6,7,
621,Shiny★STARS,ボーカロイド,3,5,7,
622,Got recover run,オリジナル,6,12,14,
623,聖者の覚醒,オリジナル,5,7,12,
624,Horizons,オリジナル,3,7,10,13
625,ADRENA,オリジナル,5,9,12,14
626,Wandering One,オリジナル,4,6,12,
627,JUMPEE!,オリジナル,3,6,11,13
628,ＦＭ音源黙示録-Apocalypse of FM Tone Generator-,オリジナル,4,6,9,12
629,シンドイ・ザ・ライド,オリジナル,3,6,10,14
630,AM貴族 すたどんたん殿下,オリジナル,3,7,13,
631,全人類犬化計画,オリジナル,4,9,12,13
632,Crimson Phoenix,オリジナル,6,10,13,14
633,マトリョシカ,ボーカロイド,4,7,10,12
634,パンダヒーロー,ボーカロイド,3,7,8,11
635,トラウマレコーダー,アニメ・ポップス,4,7,10,13
636,Secret Answer,アニメ・ポップス,2,5,8,12
637,fake town baby,アニメ・ポップス,3,6,8,11
638,アンノウン・マザーグース,ボーカロイド,5,8,11,12
639,あるいは夢眠ねむという概念へのサクシード,ボーカロイド,3,7,10,12
640,10,東方アレンジ,2,5,7,
641,cyanine,音楽ゲーム,3,7,11,13
642,Frey's Philosophy,音楽ゲーム,3,7,11,13
643,ナムコットメドレー,ゲーム,3,7,9,12
644,君のStarlight Road,オリジナル,3,6,7,
645,トリノコシティ,ボーカロイド,2,5,8,
646,Ψ発見伝！,アニメ・ポップス,3,6,8,10
647,Androgynos,音楽ゲーム,4,7,12,13
648,Specta,音楽ゲーム,4,7,10,13
649,You are the Miserable,音楽ゲーム,4,8,12,14
650,焼痕煉黑、冷艶ノ絶,東方アレンジ,3,5,10,
651,宵闇鳥,東方アレンジ,2,5,9,
652,TODAY THE FUTURE,ボーカロイド,4,7,9,
653,Black or White,ボーカロイド,4,7,9,
654,クレープが食べたい,ボーカロイド,2,7,11,
655,あさき夢眠シ♡恋模様,ボーカロイド,3,7,10,13
656,領域のカナタVIIICELL,ボーカロイド,3,6,10,
657,39みゅーじっく！,ボーカロイド,1,4,8,
658,快晴,ボーカロイド,2,7,11,12
659,ボロボロだ,ボーカロイド,2,7,10,12
660,千本桜,ボーカロイド,1,4,9,11
661,夜明けまであと3秒,音楽ゲーム,4,8,11,13
662,Libera Ray,音楽ゲーム,5,9,13,
663,M.S.S.Phoenix,アニメ・ポップス,2,5,9,
664, ,,,,,
665,アンハッピーリフレイン,ボーカロイド,3,6,9,
666,秘神マターラ-HYPER TECHNO MIX-,東方アレンジ,3,6,11,13
667,最終鬼畜妹フランドール・S,東方アレンジ,3,8,10,13
668,ピアノ・ソナタ「月光」第三楽章,バラエティ,2,6,12,14
669,B.B.K.K.B.K.K. ,バラエティ,3,7,10,13
670,HAPPY! LUCKY! FUTURE WORLD!,オリジナル,3,6,11,13
671,PUT YOUR HANDS UP,オリジナル,3,7,12,8
672,MOVING FASTER FT. LINDSEY MARIE,オリジナル,3,6,10,13
673,夜咄ディセイブ,ボーカロイド,2,6,9,13
674,彗星ハネムーン,ボーカロイド,2,5,9,
675,Finder,東方アレンジ,1,6,8,
676,人生リセットボタン,ボーカロイド,3,7,10,13
677,Floor of Lava,音楽ゲーム,5,8,14,
678, ,,,,,
679,GO BACK 2 YOUR RAVE,バラエティ,3,7,10,13
680,Cosmic Express,オリジナル,3,5,12,
681,Tropics -GC edit-,バラエティ,3,6,11,
682,Xand-Roid,オリジナル,4,7,13,
683,チルドレンレコード,ボーカロイド,4,7,10,
684,SACRIFICE feat. ayame (GC REFIX),東方アレンジ,2,6,10,12
685,EZ Mode,バラエティ,4,8,12,14
686,UP & DOWN,バラエティ,4,6,11,
687,Desert Bread,バラエティ,2,6,9,
688,Seyana.～何でも言うことを聞いてくれるアカネチャン～,ボーカロイド,2,6,9,
689,シャルル,アニメ・ポップス,2,5,9,11
690,イカサマライフゲイム,ボーカロイド,3,6,10,13
691,バーチャルのじゃロリ狐娘Youtuberおじさんのうた,アニメ・ポップス,2,5,10,
692,グリーンライツ・セレナーデ,ボーカロイド,2,6,10,
693,ダンスロボットダンス,ボーカロイド,3,6,10,
694,アルカリレットウセイ,ボーカロイド,2,5,9,
695,天使だと思っていたのに,ボーカロイド,2,5,8,
696,グラーヴェ,ボーカロイド,3,6,11,
697,Say Around,東方アレンジ,2,5,11,
698,Special Smile,東方アレンジ,2,6,10,
699,Reversal Process,東方アレンジ,2,6,10,
700,Never Stop (GC Mix),バラエティ,2,5,12,
701,Pegasus,オリジナル,3,8,12,
702,Xevel,音楽ゲーム,5,10,14,
703,Taiko Drum Monster,音楽ゲーム,5,10,14,
704,GERBERA,音楽ゲーム,5,10,14,
705,BUCHiGiRE Berserker,オリジナル,7,11,15,
706,METEOR,ボーカロイド,2,6,9,
707,熟成!醸造!発酵星◎～スペースヨーグルアース～,オリジナル,4,9,12,13
708,Magic Time Future Show!,ボーカロイド,4,7,11,
709,ちがう!!!,ボーカロイド,2,6,10,
710,はやくそれになりたい！,ボーカロイド,3,7,9,
711,Little Higher,オリジナル,2,6,12,
712,クレイジークレイジーダンサーズ,東方アレンジ,1,6,9,
713,MEGALOVANIA,ゲーム,4,6,10,12
714,華麗なる死闘,ゲーム,2,5,10,12
715,本物のヒーローとの戦い,ゲーム,1,5,9,
716,これでホントにサヨナラ,ゲーム,3,5,8,
717,Scream Out!,東方アレンジ,2,7,11,
718,甲賀忍法帖,アニメ・ポップス,1,5,7,
719,悪ノ召使,ボーカロイド,2,5,8,
720,Got sorted view.,オリジナル,5,11,13,
721,Ignotus,音楽ゲーム,3,7,12,
722,Be There,音楽ゲーム,3,7,13,
723,Metallic Punisher,音楽ゲーム,2,7,12,13
724,Modelista,音楽ゲーム,2,7,13,
725,Singularity -Binary Enfold-,音楽ゲーム,3,8,14,
726,だれかの心臓になれたなら,ボーカロイド,2,5,9,12
727,Nyanyanyanyanyanyanya!,ボーカロイド,1,5,11,14
728, ,,,,,
729,てるみい,ボーカロイド,2,7,9,
730,STAY GOLD,ボーカロイド,2,6,9,
731,≪AI≫リアリィ・フェアリィ≪tubers≫,オリジナル,3,6,12,14
732,Brain Power,バラエティ,4,6,13,
733,ロキ,ボーカロイド,2,6,10,
734,ナイト・オブ・ナイツ 豚乙女ver.,東方アレンジ,2,7,12,
735,ナイト・オブ・ナイツ (feat. y t r) - TOS Remix,東方アレンジ,2,7,11,13
736,ビートシンカー,ボーカロイド,3,6,10,
737,U.A.D,音楽ゲーム,4,7,13,
738,Don't Die,音楽ゲーム,4,8,13,
739,glory day,音楽ゲーム,3,5,9,
740,幸せになれる隠しコマンドがあるらしい,ボーカロイド,1,6,11,
741,OBLIVION,音楽ゲーム,4,7,13,
742,チェチェ・チェック・ワンツー！,ボーカロイド,2,7,10,
743,Fermion,音楽ゲーム,4,8,12,
744,THE SEVENTH BOSS 2019 (GC Mix),ゲーム,2,7,9,
745,ライトニング・デュアルホープ (GC Mix),ゲーム,4,6,11,
746,FAKE -PROGRESSIVE KOTA MIX- (GC Mix),ゲーム,3,5,11,
747,ただ君に晴れ,アニメ・ポップス,1,6,10,
748,Shiny Memory feat. Yukacco,バラエティ,4,8,12,
749,Lemegeton -little key of solomon-,オリジナル,6,10,13,15
750, ,,,,,
751,悪戯センセーション,東方アレンジ,3,7,10,
752, ,,,,,
753,マインドイブ,ボーカロイド,3,7,11,
754,太陽系デスコ,ボーカロイド,2,7,10,7
755,リバースユニバース,ボーカロイド,2,7,10,
756,エレキキュレーター,ボーカロイド,3,6,10,
757,While Shining feat. Yukacco,バラエティ,3,7,10,
758,あうんどばいみー,東方アレンジ,2,6,10,
759,Captain Murasa [Tracy vs. Astronomical Mix],東方アレンジ,2,6,11,
760,紅一葉,ボーカロイド,1,4,8,
761,Bonetrousle,ゲーム,1,5,8,
762,スパイダーダンス,ゲーム,3,6,9,
763,アズゴア,ゲーム,3,5,9,
764,最高の悪夢,ゲーム,3,6,10,12
765,Metamorphosis,東方アレンジ,1,6,9,
766,畢竟成仏,東方アレンジ,3,7,12,
767,Ray of Illuminati,音楽ゲーム,5,8,12,
768,Nevermind,音楽ゲーム,4,7,12,
769,Thor,音楽ゲーム,1,5,9,11
770,SON OF SUN,音楽ゲーム,4,7,12,
771,I want You,音楽ゲーム,3,6,8,11
772,ハロ/ハワユ,ボーカロイド,2,5,9,
773,インビジブル,ボーカロイド,3,7,12,
774,ouroVoros,バラエティ,5,9,13,
775,弾・幕・決・壊,東方アレンジ,4,7,13,
776,Journey,音楽ゲーム,3,8,13,
777,Song for Sprites,音楽ゲーム,3,7,13,
778,Apocalypse,音楽ゲーム,2,6,9,12
779,Hayabusa,音楽ゲーム,3,8,13,
780,10pt8ion,オリジナル,4,9,14,
781,Got OVA store.,オリジナル,6,10,13,
782,Got temporary haven?,オリジナル,6,10,14,
783,劇場版　怪談「カーナビ」,バラエティ,1,7,11,
784,ドラマツルギー,アニメ・ポップス,3,6,11,
785,ヒトガタ,アニメ・ポップス,3,6,10,
786,Re：End of a Dream,バラエティ,5,10,13,15
787,VALEDICT,バラエティ,3,7,13,14
788,アカリがやってきたぞっ,ボーカロイド,1,7,12,
789,ぐる☆ネーション,東方アレンジ,3,7,12,
790,正義の槍,ゲーム,4,8,12,
791,THE WORLD REVOLVING ,ゲーム,3,7,12,
792,脳漿炸裂ガール,ボーカロイド,2,6,10,13
793,Cosmic Ray,オリジナル,4,8,13,
794,バブルの呪文はシュー！ポッ！プッシュ！,東方アレンジ,3,6,11,
795,君色Petal,東方アレンジ,3,7,12,
796,フィクサー,ボーカロイド,4,7,12,
797,テオ,ボーカロイド,3,7,11,
798,ベノム,ボーカロイド,2,6,10,
799,DOWN DOWN DOLL,東方アレンジ,3,6,10,
800,ミライトミライ,アニメ・ポップス,2,5,9,
801,Let you DIVE!,音楽ゲーム,3,5,10,
802,Poseidon,音楽ゲーム,3,7,12,
803,ヒバリ,アニメ・ポップス,3,5,10,
804,Gate One,音楽ゲーム,4,8,12,
805,Exitium,音楽ゲーム,5,9,14,
806,An indignant world,オリジナル,4,9,13,
807,アンドロメダアンドロメダ -Invade MIX-,ボーカロイド,1,6,10,
808,バレリーコ,ボーカロイド,2,6,10,
809,MariannE (Lanota Edit),音楽ゲーム,2,7,13,
810,Omega Ax,オリジナル,7,11,14,15
811,HANIPAGANDA,東方アレンジ,2,7,12,
812,穢れなきユーフォリア,東方アレンジ,2,5,10,
813,夢色プレリュード,東方アレンジ,2,6,9,
814,Vanity on the future,東方アレンジ,4,7,12,13
815,-A.I.D-,アニメ・ポップス,2,5,7,
816,改革のバラッド,アニメ・ポップス,2,5,9,
817,uranus,アニメ・ポップス,2,6,9,
818,ヒトリシズカ,東方アレンジ,1,5,10,
819,エピクロスの虹はもう見えない,東方アレンジ,2,6,10,
820,taboo tears you up 2017 -GC EDIT-,東方アレンジ,3,7,13,
821,Corruption,音楽ゲーム,3,9,14,
822,Grievous Lady,音楽ゲーム,5,10,15,
823,絶対にチョコミントを食べるアオイチャン,ボーカロイド,2,6,9,
824,スーサイドパレヱド,ボーカロイド,3,6,10,
825,Aurgelmir,オリジナル,6,11,13,15
826,Lights of Muse,音楽ゲーム,2,5,11,
827,Stargazer,音楽ゲーム,1,7,10,
828,XING,音楽ゲーム,1,6,11,
829,粉骨砕身カジノゥ,音楽ゲーム,2,8,12,13
830,GROOVE LOOP,オリジナル,2,6,10,
831,ヴィラン,ボーカロイド,3,7,11,
832,QiXiN MAdN3ss 2153,オリジナル,6,12,15,
833,with U,音楽ゲーム,3,5,10,13
834,Invisible Frenzy,音楽ゲーム,5,10,14,
835,Knight Rider,音楽ゲーム,3,9,13,
836,乙女解剖,ボーカロイド,2,6,11,
837,ロストワードクロニカル,東方アレンジ,3,6,11,
838,プナイプナイたいそう,バラエティ,4,6,13,
839,GOODBOUNCE,バラエティ,4,6,12,
840,Altale,バラエティ,3,6,12,
841,MilK,バラエティ,3,7,12,
842,Gimme吟味virtuaる最高star!!!!,オリジナル,3,6,11,
843,Shiny Smily Story,アニメ・ポップス,1,4,8,
844, ,,,,,
845, ,,,,,
846,眠れぬ夜君を想フ,音楽ゲーム,5,9,13,
847,World Vanquisher,音楽ゲーム,3,8,13,14
848,光線チューニング,音楽ゲーム,3,9,12,
849,Paqqin,音楽ゲーム,3,8,13,
850,Trrricksters!!,音楽ゲーム,4,9,13,14
851, ,,,,,
852, ,,,,,
853, ,,,,,
854, ,,,,,
855, ,,,,,
856, ,,,,,
857, ,,,,,
858, ,,,,,
859, ,,,,,
860, ,,,,,
861, ,,,,,
862, ,,,,,
863, ,,,,,
864, ,,,,,
865, ,,,,,
866, ,,,,,
867, ,,,,,
868, ,,,,,
869, ,,,,,
870, ,,,,,
871, ,,,,,
872, ,,,,,
873, ,,,,,
874, ,,,,,
875, ,,,,,
876, ,,,,,
877, ,,,,,
878, ,,,,,
879, ,,,,,
880, ,,,,,
881, ,,,,,
882, ,,,,,
883, ,,,,,
884, ,,,,,
885, ,,,,,
886, ,,,,,
887, ,,,,,
888, ,,,,,
889, ,,,,,
890, ,,,,,
891, ,,,,,
892, ,,,,,
893, ,,,,,
894, ,,,,,
895, ,,,,,
896, ,,,,,
897, ,,,,,
898, ,,,,,
899, ,,,,,
900, ,,,,,
901, ,,,,,
902, ,,,,,
903, ,,,,,
904, ,,,,,
905, ,,,,,
906, ,,,,,
907, ,,,,,
908, ,,,,,
909, ,,,,,
910, ,,,,,
911, ,,,,,
912, ,,,,,
913, ,,,,,
914, ,,,,,
915, ,,,,,
916, ,,,,,
917, ,,,,,
918, ,,,,,
919, ,,,,,
920, ,,,,,
921, ,,,,,
922, ,,,,,
923, ,,,,,
924, ,,,,,
925, ,,,,,
926, ,,,,,
927, ,,,,,
928, ,,,,,
929, ,,,,,
930, ,,,,,
931, ,,,,,
932, ,,,,,
933, ,,,,,
934, ,,,,,
935, ,,,,,
936, ,,,,,
937, ,,,,,
938, ,,,,,
939, ,,,,,
940, ,,,,,
941, ,,,,,
942, ,,,,,
943, ,,,,,
944, ,,,,,
945, ,,,,,
946, ,,,,,
947, ,,,,,
948, ,,,,,
949, ,,,,,
950, ,,,,,
951, ,,,,,
952, ,,,,,
953, ,,,,,
954, ,,,,,
955, ,,,,,
956, ,,,,,
957, ,,,,,
958, ,,,,,
959, ,,,,,
960, ,,,,,
961, ,,,,,
962, ,,,,,
963, ,,,,,
964, ,,,,,
965, ,,,,,
966, ,,,,,
967, ,,,,,
968, ,,,,,
969, ,,,,,
970, ,,,,,
971, ,,,,,
972, ,,,,,
973, ,,,,,
974, ,,,,,
975, ,,,,,
976, ,,,,,
977, ,,,,,
978, ,,,,,
979, ,,,,,
980, ,,,,,
981, ,,,,,
982, ,,,,,
983, ,,,,,
984, ,,,,,
985, ,,,,,
986, ,,,,,
987, ,,,,,
988, ,,,,,
989, ,,,,,
990, ,,,,,
991, ,,,,,
992, ,,,,,
993, ,,,,,
994, ,,,,,
995, ,,,,,
996, ,,,,,
997, ,,,,,
998, ,,,,,
999,The Beginning,オリジナル,3,5,7,
